Links
http://e-pao.net/GP.asp?src=11..150120.jan20
http://www.millenniumpost.in/kolkata/dggi-officials-arrest-two-over-massive-gst-fraud-402882
http://www.millenniumpost.in/kolkata/ex-director-of-2-companies-held-over-rs-31-cr-gst-fraud-405642
http://www.millenniumpost.in/nation/cgsts-anti-evasion-wing-busts-rs-241-cr-gst-fraud-racket-393130
http://www.newsonair.com/Main-News-Details.aspx?id=348696
http://www.uniindia.com/gst-fraud-case-company-md-gets-judicial-custody/west/news/1734570.html
https://ahmedabadmirror.indiatimes.com/ahmedabad/others/two-held-in-gst-scam/articleshow/70336417.cms
https://bangaloremirror.indiatimes.com/bangalore/others/woman-in-gst-fraud-allowed-to-fly-to-us/articleshow/70516968.cms
https://blog.saginfotech.com/faking-gst-input-tax-non-bailable-crime
https://business.medicaldialogues.in/mumbai-pharma-firm-director-arrested-for-rs-158-crore-gst-fraud
https://economictimes.indiatimes.com//news/economy/policy/gst-authorities-begin-audit-exercise-issue-show-cause-notices/articleshow/73165518.cms
https://economictimes.indiatimes.com//news/economy/policy/in-rare-face-off-exporters-body-takes-on-finmin-for-delay-in-e-wallet-scheme/articleshow/73126866.cms
https://economictimes.indiatimes.com//news/economy/policy/nine-point-plan-firmed-up-to-plug-gst-revenue-leaks/articleshow/73145421.cms
https://economictimes.indiatimes.com//news/economy/policy/view-govt-needs-a-carrot-and-stick-policy-for-better-gst-collection/articleshow/73128361.cms
https://economictimes.indiatimes.com//news/politics-and-nation/intel-agencies-seek-rbi-help-to-check-money-laundering/articleshow/73167038.cms
https://economictimes.indiatimes.com//news/politics-and-nation/siddaramaiah-slams-centre-for-pushing-karnataka-to-bankruptcy/articleshow/73175383.cms
https://economictimes.indiatimes.com/news/economy/finance/gst-officials-detect-tax-fraud-of-rs-224-cr-by-8-companies/articleshow/68388173.cms
https://economictimes.indiatimes.com/news/economy/finance/one-arrested-in-connection-with-fake-gst-invoices-worth-rs-72-crore/articleshow/74530935.cms
https://economictimes.indiatimes.com/news/economy/finance/over-1200-exporters-untraceable-government-saves-rs-350-crore-fake-igst-refund/articleshow/73274446.cms
https://economictimes.indiatimes.com/news/economy/finance/taxmen-detect-rs-37946-cr-fraud-in-fy19/articleshow/70244852.cms
https://economictimes.indiatimes.com/news/economy/policy/535-cases-of-fake-invoices-involving-itc-claims-of-rs-2565-cr-detected-in-current-fiscal/articleshow/70024791.cms
https://economictimes.indiatimes.com/news/economy/policy/taxmen-flag-two-cases-of-fraud-in-delhi-amid-crackdown-on-fake-invoicing/articleshow/73734910.cms
https://economictimes.indiatimes.com/news/politics-and-nation/delhi-government-has-unearthed-rs-262-crore-cyber-tax-fraud-manish-sisodia/articleshow/67065926.cms
